|0|1|2
262|in_silico|ab_initio_quantum_chemistry_computational_method|0.25
263|in_silico|acidic_group_count|0.25
264|in_silico|alcohol|0.25
265|in_silico|aldehyde|0.25
266|in_silico|amide|0.25
267|in_silico|amine|0.25
268|in_silico|aromatic_atom_count|0.25
269|in_silico|atom_count|0.25
270|in_silico|atomic_QSAR_descriptor|0.25
271|in_silico|basic_group_count|0.25
272|in_silico|benzene|0.25
273|in_silico|bioassay|0.50
274|in_silico|bond_count|0.25
275|in_silico|carboxylic_acid|0.25
276|in_silico|cross-validation_information|0.25
277|in_silico|cycle_count|0.25
278|in_silico|cycle_count_containing_heteroatoms|0.20
279|in_silico|ester|0.25
280|in_silico|ether|0.25
281|in_silico|external_validation|0.25
282|in_silico|Genetic_Algorithm|0.25
283|in_silico|hartree-fock_method|0.25
284|in_silico|heavy_atom_count|0.25
285|in_silico|hydrocarbon|0.25
286|in_silico|in_vitro|0.50
287|in_silico|in_vivo|0.50
288|in_silico|internal_validation|0.25
289|in_silico|ketone|0.25
290|in_silico|linear_QSAR|0.50
291|in_silico|lipinski|0.25
292|in_silico|molar_refractivity|0.25
293|in_silico|Monte_Carlo|0.25
294|in_silico|non-linear_dimensional_QSAR|0.50
295|in_silico|pIC50|0.25
296|in_silico|pKi|0.25
297|in_silico|partition_coefficient|0.25
298|in_silico|phenols|0.25
299|in_silico|pi-electron_computational_method|0.25
300|in_silico|plane_polarized_light_method|0.25
301|in_silico|polar_surface_area_descriptor|0.25
302|in_silico|regression_statistics|0.25
303|in_silico|rotatable_bond_count|0.20
304|in_silico|semi-empirical_quantum_chemistry_method|0.25
305|in_silico|split_validation|0.25
306|in_silico|Machine_learning_algorithm|0.25
307|in_silico|Supervised_Learning|0.20
308|in_silico|three_dimensional_QSAR|0.50
309|in_silico|Trial_and_Error|0.25
310|in_silico|tumor_size|0.25
311|in_silico|two_dimensional_QSAR|0.50
312|in_silico|valence_electron_computational_method|0.25
313|in_silico|y_scrambling|0.25
314|in_silico|zagreb_index|0.25
315|in_silico|Abs.máx(eV)|0.25
316|in_silico|Abs.máx(nM)|0.25
317|in_silico|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|0.20
318|in_silico|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|0.20
319|in_silico|Atom-type_H_E-State|0.25
320|in_silico|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.20
321|in_silico|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.20
322|in_silico|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.25
323|in_silico|Moreau-Broto_autocorrelation(mass)_descriptors|0.25
324|in_silico|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.25
325|in_silico|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.25
326|in_silico|Sum_of_atom-type_H_E-State(NH)|0.20
327|in_silico|Sum_of_atom-type_H_E-State(NH2)|0.20
328|in_silico|Sum_of_atom-type_H_E-State(OH)|0.20
329|in_silico|Sum_of_atom-type_H_E-State(SH2)|0.20
330|in_silico|Semi_Supervised_Learning|0.20
331|in_silico|Unsupervised_Learning|0.20
332|in_silico|root|0.33
333|QSAR_descriptor|Thing|0.33
334|QSAR_descriptor|Algorithm|0.25
335|QSAR_descriptor|in_silico|1.00
336|QSAR_descriptor|QSAR_descriptor|1.00
337|QSAR_descriptor|Inhibitor|0.25
338|QSAR_descriptor|Pharmacophoric_Group|0.25
339|QSAR_descriptor|Chemical_Descriptor|0.25
340|QSAR_descriptor|Pharmacokinetics|0.25
341|QSAR_descriptor|Assay_method|0.50
342|QSAR_descriptor|Biological_Activity|0.25
343|QSAR_descriptor|Diagnosis|0.25
344|QSAR_descriptor|Biological_Target|0.25
345|QSAR_descriptor|Quantum_Chemistry_Computational_Method|0.25
346|QSAR_descriptor|Functional_Group_Descriptor|0.25
347|QSAR_descriptor|Publication|0.25
348|QSAR_descriptor|Validation|0.25
349|QSAR_descriptor|Absorption|0.20
350|QSAR_descriptor|AlogP_descriptor|0.20
351|QSAR_descriptor|BBB|0.20
352|QSAR_descriptor|Charges|0.20
353|QSAR_descriptor|Contribution|0.20
354|QSAR_descriptor|Dipole|0.20
355|QSAR_descriptor|Drug|0.20
356|QSAR_descriptor|EC50|0.20
357|QSAR_descriptor|Esolv.Water|0.20
358|QSAR_descriptor|Excretion|0.20
359|QSAR_descriptor|Finger_Prints|0.20
360|QSAR_descriptor|FreeE|0.20
361|QSAR_descriptor|hydrogen_bond_acceptors_count|0.20
362|QSAR_descriptor|hydrogen_bond_donors_count|0.20
363|QSAR_descriptor|Highest_Occupied_Molecular_Orbital_Energy|0.20
364|QSAR_descriptor|IC50|0.20
365|QSAR_descriptor|Lowest_Unoccupied_Molecular_Orbital_Energy|0.20
366|QSAR_descriptor|Metabolism|0.20
367|QSAR_descriptor|Molecular_mass|0.20
368|QSAR_descriptor|Osc.Force|0.20
369|QSAR_descriptor|Tissue_Distribution|0.20
370|QSAR_descriptor|Toxicity|0.20
371|QSAR_descriptor|Transition|0.20
372|QSAR_descriptor|ZeroE|0.20
373|QSAR_descriptor|ab_initio_quantum_chemistry_computational_method|0.20
374|QSAR_descriptor|acidic_group_count|0.20
375|QSAR_descriptor|alcohol|0.20
376|QSAR_descriptor|aldehyde|0.20
377|QSAR_descriptor|amide|0.20
378|QSAR_descriptor|amine|0.20
379|QSAR_descriptor|aromatic_atom_count|0.20
380|QSAR_descriptor|atom_count|0.20
381|QSAR_descriptor|atomic_QSAR_descriptor|0.20
382|QSAR_descriptor|basic_group_count|0.20
383|QSAR_descriptor|benzene|0.20
384|QSAR_descriptor|bioassay|0.33
385|QSAR_descriptor|bond_count|0.20
386|QSAR_descriptor|carboxylic_acid|0.20
387|QSAR_descriptor|cross-validation_information|0.20
388|QSAR_descriptor|cycle_count|0.20
389|QSAR_descriptor|cycle_count_containing_heteroatoms|0.17
390|QSAR_descriptor|ester|0.20
391|QSAR_descriptor|ether|0.20
392|QSAR_descriptor|external_validation|0.20
393|QSAR_descriptor|Genetic_Algorithm|0.20
394|QSAR_descriptor|hartree-fock_method|0.20
395|QSAR_descriptor|heavy_atom_count|0.20
396|QSAR_descriptor|hydrocarbon|0.20
397|QSAR_descriptor|in_vitro|0.33
398|QSAR_descriptor|in_vivo|0.33
399|QSAR_descriptor|internal_validation|0.20
400|QSAR_descriptor|ketone|0.20
401|QSAR_descriptor|linear_QSAR|1.00
402|QSAR_descriptor|lipinski|0.20
403|QSAR_descriptor|molar_refractivity|0.20
404|QSAR_descriptor|Monte_Carlo|0.20
405|QSAR_descriptor|non-linear_dimensional_QSAR|1.00
406|QSAR_descriptor|pIC50|0.20
407|QSAR_descriptor|pKi|0.20
408|QSAR_descriptor|partition_coefficient|0.20
409|QSAR_descriptor|phenols|0.20
410|QSAR_descriptor|pi-electron_computational_method|0.20
411|QSAR_descriptor|plane_polarized_light_method|0.20
412|QSAR_descriptor|polar_surface_area_descriptor|0.20
413|QSAR_descriptor|regression_statistics|0.20
414|QSAR_descriptor|rotatable_bond_count|0.17
415|QSAR_descriptor|semi-empirical_quantum_chemistry_method|0.20
416|QSAR_descriptor|split_validation|0.20
417|QSAR_descriptor|Machine_learning_algorithm|0.20
418|QSAR_descriptor|Supervised_Learning|0.17
419|QSAR_descriptor|three_dimensional_QSAR|1.00
420|QSAR_descriptor|Trial_and_Error|0.20
421|QSAR_descriptor|tumor_size|0.20
422|QSAR_descriptor|two_dimensional_QSAR|1.00
423|QSAR_descriptor|valence_electron_computational_method|0.20
424|QSAR_descriptor|y_scrambling|0.20
425|QSAR_descriptor|zagreb_index|0.20
426|QSAR_descriptor|Abs.máx(eV)|0.20
427|QSAR_descriptor|Abs.máx(nM)|0.20
428|QSAR_descriptor|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|0.17
429|QSAR_descriptor|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|0.17
430|QSAR_descriptor|Atom-type_H_E-State|0.20
431|QSAR_descriptor|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.17
432|QSAR_descriptor|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.17
433|QSAR_descriptor|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.20
434|QSAR_descriptor|Moreau-Broto_autocorrelation(mass)_descriptors|0.20
435|QSAR_descriptor|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.20
436|QSAR_descriptor|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.20
437|QSAR_descriptor|Sum_of_atom-type_H_E-State(NH)|0.17
438|QSAR_descriptor|Sum_of_atom-type_H_E-State(NH2)|0.17
439|QSAR_descriptor|Sum_of_atom-type_H_E-State(OH)|0.17
440|QSAR_descriptor|Sum_of_atom-type_H_E-State(SH2)|0.17
441|QSAR_descriptor|Semi_Supervised_Learning|0.17
442|QSAR_descriptor|Unsupervised_Learning|0.17
443|QSAR_descriptor|root|0.25
444|Inhibitor|Thing|1.00
445|Inhibitor|Algorithm|0.50
446|Inhibitor|in_silico|0.33
447|Inhibitor|QSAR_descriptor|0.25
448|Inhibitor|Inhibitor|1.00
449|Inhibitor|Pharmacophoric_Group|0.50
450|Inhibitor|Chemical_Descriptor|0.50
451|Inhibitor|Pharmacokinetics|0.50
452|Inhibitor|Assay_method|0.50
453|Inhibitor|Biological_Activity|0.50
454|Inhibitor|Diagnosis|0.50
455|Inhibitor|Biological_Target|0.50
456|Inhibitor|Quantum_Chemistry_Computational_Method|0.50
457|Inhibitor|Functional_Group_Descriptor|0.50
458|Inhibitor|Publication|0.50
459|Inhibitor|Validation|0.50
460|Inhibitor|Absorption|0.33
461|Inhibitor|AlogP_descriptor|0.33
462|Inhibitor|BBB|0.33
463|Inhibitor|Charges|0.33
464|Inhibitor|Contribution|0.33
465|Inhibitor|Dipole|0.33
466|Inhibitor|Drug|1.00
467|Inhibitor|EC50|0.33
468|Inhibitor|Esolv.Water|0.33
469|Inhibitor|Excretion|0.33
470|Inhibitor|Finger_Prints|0.33
471|Inhibitor|FreeE|0.33
472|Inhibitor|hydrogen_bond_acceptors_count|0.33
473|Inhibitor|hydrogen_bond_donors_count|0.33
474|Inhibitor|Highest_Occupied_Molecular_Orbital_Energy|0.33
475|Inhibitor|IC50|0.33
476|Inhibitor|Lowest_Unoccupied_Molecular_Orbital_Energy|0.33
477|Inhibitor|Metabolism|0.33
478|Inhibitor|Molecular_mass|0.33
479|Inhibitor|Osc.Force|0.33
480|Inhibitor|Tissue_Distribution|0.33
481|Inhibitor|Toxicity|0.33
482|Inhibitor|Transition|0.33
483|Inhibitor|ZeroE|0.33
484|Inhibitor|ab_initio_quantum_chemistry_computational_method|0.33
485|Inhibitor|acidic_group_count|0.33
486|Inhibitor|alcohol|0.33
487|Inhibitor|aldehyde|0.33
488|Inhibitor|amide|0.33
489|Inhibitor|amine|0.33
490|Inhibitor|aromatic_atom_count|0.33
491|Inhibitor|atom_count|0.33
492|Inhibitor|atomic_QSAR_descriptor|0.33
493|Inhibitor|basic_group_count|0.33
494|Inhibitor|benzene|0.33
495|Inhibitor|bioassay|0.33
496|Inhibitor|bond_count|0.33
497|Inhibitor|carboxylic_acid|0.33
498|Inhibitor|cross-validation_information|0.33
499|Inhibitor|cycle_count|0.33
500|Inhibitor|cycle_count_containing_heteroatoms|0.25
501|Inhibitor|ester|0.33
502|Inhibitor|ether|0.33
503|Inhibitor|external_validation|0.33
504|Inhibitor|Genetic_Algorithm|0.33
505|Inhibitor|hartree-fock_method|0.33
506|Inhibitor|heavy_atom_count|0.33
507|Inhibitor|hydrocarbon|0.33
508|Inhibitor|in_vitro|0.33
509|Inhibitor|in_vivo|0.33
510|Inhibitor|internal_validation|0.33
511|Inhibitor|ketone|0.33
512|Inhibitor|linear_QSAR|0.20
513|Inhibitor|lipinski|0.33
514|Inhibitor|molar_refractivity|0.33
515|Inhibitor|Monte_Carlo|0.33
516|Inhibitor|non-linear_dimensional_QSAR|0.20
517|Inhibitor|pIC50|0.33
518|Inhibitor|pKi|0.33
519|Inhibitor|partition_coefficient|0.33
520|Inhibitor|phenols|0.33
521|Inhibitor|pi-electron_computational_method|0.33
522|Inhibitor|plane_polarized_light_method|0.33
523|Inhibitor|polar_surface_area_descriptor|0.33
524|Inhibitor|regression_statistics|0.33
525|Inhibitor|rotatable_bond_count|0.25
526|Inhibitor|semi-empirical_quantum_chemistry_method|0.33
527|Inhibitor|split_validation|0.33
528|Inhibitor|Machine_learning_algorithm|0.33
529|Inhibitor|Supervised_Learning|0.25
530|Inhibitor|three_dimensional_QSAR|0.20
531|Inhibitor|Trial_and_Error|0.33
532|Inhibitor|tumor_size|0.33
533|Inhibitor|two_dimensional_QSAR|0.20
534|Inhibitor|valence_electron_computational_method|0.33
535|Inhibitor|y_scrambling|0.33
536|Inhibitor|zagreb_index|0.33
537|Inhibitor|Abs.máx(eV)|0.33
538|Inhibitor|Abs.máx(nM)|0.33
539|Inhibitor|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|0.25
540|Inhibitor|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|0.25
541|Inhibitor|Atom-type_H_E-State|0.33
542|Inhibitor|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.25
543|Inhibitor|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.25
544|Inhibitor|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.33
545|Inhibitor|Moreau-Broto_autocorrelation(mass)_descriptors|0.33
546|Inhibitor|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.33
547|Inhibitor|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.33
548|Inhibitor|Sum_of_atom-type_H_E-State(NH)|0.25
549|Inhibitor|Sum_of_atom-type_H_E-State(NH2)|0.25
550|Inhibitor|Sum_of_atom-type_H_E-State(OH)|0.25
551|Inhibitor|Sum_of_atom-type_H_E-State(SH2)|0.25
552|Inhibitor|Semi_Supervised_Learning|0.25
553|Inhibitor|Unsupervised_Learning|0.25
554|Inhibitor|root|0.50
555|Pharmacophoric_Group|Thing|1.00
556|Pharmacophoric_Group|Algorithm|0.50
557|Pharmacophoric_Group|in_silico|0.33
558|Pharmacophoric_Group|QSAR_descriptor|0.25
559|Pharmacophoric_Group|Inhibitor|0.50
560|Pharmacophoric_Group|Pharmacophoric_Group|1.00
561|Pharmacophoric_Group|Chemical_Descriptor|0.50
562|Pharmacophoric_Group|Pharmacokinetics|0.50
563|Pharmacophoric_Group|Assay_method|0.50
564|Pharmacophoric_Group|Biological_Activity|0.50
565|Pharmacophoric_Group|Diagnosis|0.50
566|Pharmacophoric_Group|Biological_Target|0.50
567|Pharmacophoric_Group|Quantum_Chemistry_Computational_Method|0.50
568|Pharmacophoric_Group|Functional_Group_Descriptor|0.50
569|Pharmacophoric_Group|Publication|0.50
570|Pharmacophoric_Group|Validation|0.50
571|Pharmacophoric_Group|Absorption|0.33
572|Pharmacophoric_Group|AlogP_descriptor|0.33
573|Pharmacophoric_Group|BBB|0.33
574|Pharmacophoric_Group|Charges|0.33
575|Pharmacophoric_Group|Contribution|0.33
576|Pharmacophoric_Group|Dipole|0.33
577|Pharmacophoric_Group|Drug|0.33
578|Pharmacophoric_Group|EC50|0.33
579|Pharmacophoric_Group|Esolv.Water|0.33
580|Pharmacophoric_Group|Excretion|0.33
581|Pharmacophoric_Group|Finger_Prints|0.33
582|Pharmacophoric_Group|FreeE|0.33
583|Pharmacophoric_Group|hydrogen_bond_acceptors_count|0.33
584|Pharmacophoric_Group|hydrogen_bond_donors_count|0.33
585|Pharmacophoric_Group|Highest_Occupied_Molecular_Orbital_Energy|0.33
586|Pharmacophoric_Group|IC50|0.33
587|Pharmacophoric_Group|Lowest_Unoccupied_Molecular_Orbital_Energy|0.33
588|Pharmacophoric_Group|Metabolism|0.33
589|Pharmacophoric_Group|Molecular_mass|0.33
590|Pharmacophoric_Group|Osc.Force|0.33
591|Pharmacophoric_Group|Tissue_Distribution|0.33
592|Pharmacophoric_Group|Toxicity|0.33
593|Pharmacophoric_Group|Transition|0.33
594|Pharmacophoric_Group|ZeroE|0.33
595|Pharmacophoric_Group|ab_initio_quantum_chemistry_computational_method|0.33
596|Pharmacophoric_Group|acidic_group_count|0.33
597|Pharmacophoric_Group|alcohol|0.33
598|Pharmacophoric_Group|aldehyde|0.33
599|Pharmacophoric_Group|amide|0.33
600|Pharmacophoric_Group|amine|0.33
601|Pharmacophoric_Group|aromatic_atom_count|0.33
602|Pharmacophoric_Group|atom_count|0.33
603|Pharmacophoric_Group|atomic_QSAR_descriptor|0.33
604|Pharmacophoric_Group|basic_group_count|0.33
605|Pharmacophoric_Group|benzene|0.33
606|Pharmacophoric_Group|bioassay|0.33
607|Pharmacophoric_Group|bond_count|0.33
