molecula|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nARing|AATSC1c|n6HRing|JGI4|SaaaC|AATSC1are|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|pIC50
8b_a8|1|0|3.191799887|1|7.535296702|1|-0.013834266|1|0.040054466|0.0|-0.0055544409999999|1|-0.003593429|0.031896755|0.049587543|0.079250224|-0.5058761820000001|0.758899977|0.778853499|0.097555876|0.726912742|0|0.558354653|-0.130159955|-79.74587194|-71.23625346|19.87542051|172.84152849999998|0.441645347|12.1771918|89.09854311|0.781454722|-48.85837649|84.97574547|-29.07602182|99.62129245|0.4835310479999999|2863.095568|-1424.7250689999998|-17.8141788|0.218545278|7.507665421|14.53652808|6471.7604200000005|-872.8947609999999|0.022425382|-344.8810688|1823.170337|589.263087|0.0|0.0|1.0|0.0|3.52|23.0|3.65|3.03|2.12|114.18|0.0|1.0|4.0|31.0|414.41|0.0|2.9|1.6899999999999997e-05|7.0|3.69e-05|0.0153|0.0|7.33e-08|3.04e-05|6.41|-1407.0843|-1407.052256|1098.17|0.2618|270.59|488.56|0.70195|-1406.829227|0.1515|-0.13807|5.8389|-1406.887058|5.2941
4e_a46|0|0|0.0|1|7.825245291|1|-0.005995748|2|0.041636905|0.0|-0.001404912|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|0.738134189|0.77019676|0.075271624|0.69063113|0|0.753715041|-0.0835371459999999|-63.39469142|-64.33855433|8.098142567|105.0139519|0.246284959|6.145520557|20.27041189|0.7951078540000001|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|3411.457836|-1479.78675|-17.82509456|0.204892146|7.906917146|15.06943449|7615.063066|-1122.980957|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|1.0|0.0|1.0|1.0|4.5|23.0|3.05|5.93|2.06|137.28|0.0|1.0|5.0|35.0|488.6|1.0|3.5|8.29e-07|0.000405|3.92e-06|0.00191|0.0|1.56e-09|7.64e-07|8.03|-1884.613031|-1884.564974|1343.97|0.4814|292.1|655.69|0.56481|-1884.255802|0.3109|-0.17112|1.9941|-1884.324182|6.8125
12a_a30|0|0|0.0|0|7.412764017000001|2|-0.006711725|2|0.040166667|0.0|0.005050384|1|0.005458948|-0.171649606|-0.053309522|-0.094526372|-0.454270252|0.8421237309999999|0.7885597609999999|-0.031179517|0.7961424690000001|0|0.836214716|-0.07699057|-47.73588073|-60.22802588|10.10177981|85.47365107|0.163785284|6.263330101|0.0|0.805190202|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|2722.217443|-1144.332492|-14.47983299|0.194809798|7.362386058999999|13.88603128|5936.682602000001|-709.5118166|0.014884556|-378.4495438|1421.195251|620.9195447000001|1.0|0.0|1.0|0.0|4.65|17.0|3.84|2.62|2.82|127.28|0.0|1.0|5.0|29.0|398.48|0.0|2.63|5.23e-06|0.00208|1.4e-05|0.0056|0.0|2.3100000000000002e-07|9.21e-05|3.82|-1575.7783980000002|-1575.745502|1122.01|0.1866|245.76|507.17|0.68599|-1575.538241|0.1511|-0.1481|4.1875|-1575.597759|7.9469
20a_a10|0|0|0.0|1|7.535296702|1|-0.0034618129999999|2|0.036415094|1.896409603|0.008214031|1|0.008297595|-0.058994157|-0.049146504|-0.081587712|-0.281099208|0.661219642|0.755429696|0.036092601|0.63495222|1|0.913681336|-0.066386563|-43.19189039|-47.37850712|8.860330345|66.52185003|0.086318664|5.764636687|47.01787447|0.733451892|-28.10115947|58.1398225|-18.22250274|52.05222074|0.452402751|2998.608651|-947.5701424|-11.8557778|0.266548108|8.419180593|15.37476788|6729.996773999999|-616.5004457|0.016540298|-303.7731758|1291.932235|719.5272609|1.0|0.0|1.0|1.0|3.48|27.0|5.06|5.77|2.53|126.35|0.0|1.0|4.0|33.0|429.47|0.0|4.27|2.07e-06|0.000888|2.56e-06|0.0011|0.0|3.61e-10|1.55e-07|3.98|-1389.164302|-1389.1321289999998|1200.92|0.2738|259.16|524.02|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|2.9429|-1388.957848|5.9208
14i_a23|0|1|0.0|2|7.423568444|0|-0.010148243|2|0.0432555559999999|0.7151570629999999|0.002243702|2|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|0.77007911|0.8025091329999999|0.158023239|0.7333675390000001|1|0.777952733|-0.0889593869999999|-60.8283953|-66.02703063|14.65077903|324.811841|0.222047267|10.01786784|93.48624142|0.7780956840000001|-41.59306642|79.20815775|-27.18760085|75.47917433|0.478050606|3097.406945|-1386.567643|-18.59026006|0.221904316|8.107659819|15.53342127|7030.347905|-948.103263|0.019276934|-380.3109456|1782.001457|693.3423458|0.0|0.0|1.0|0.0|3.56|26.0|2.57|3.12|2.28|128.38|1.0|1.0|6.0|33.0|454.51|1.0|2.61|6.11e-06|0.00278|4.03e-05|0.0183|0.0|1.11e-07|5.03e-05|4.64|-1798.64228|-1798.608335|1224.02|0.3639|335.72|580.74|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-1798.434186|8.4622
12bf_a36|1|0|3.31325137|0|7.412764017000001|2|-0.00832865|2|0.044197531|0.0|-0.006877664|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|-0.433281391|0.653741315|0.836170906|-0.0480253509999999|0.632625562|0|0.6791406640000001|-0.090461753|-58.26326838|-71.01192632|14.01562806|87.14111344|0.320859336|9.026978489|0.0|0.7054709690000001|-37.52534442|86.28460578|-24.14405495|72.27889645|0.474826911|2902.591295|-1207.2027480000002|-15.55034592|0.294529031|7.546900716000001|14.37031118|6271.550446|-777.5172959|0.02371294|-264.6734075|1711.2011699999998|593.6088758|1.0|0.0|1.0|0.0|4.72|17.0|3.55|3.0|2.78|123.67|0.0|1.0|5.0|31.0|417.41|0.0|2.44|0.000102|0.0424|4.81e-05|0.0201|0.0|7.599999999999999e-08|3.17e-05|3.66|-1431.413697|-1431.380702|1120.94|0.4518|236.98|517.66|0.69292|-1431.187555|0.4006|-0.15677|5.4787|-1431.246893|8.2218
12b_a5|0|0|0.0|0|6.605297921|2|-0.001991527|3|0.0252713179999999|0.0|0.0068803119999999|0|0.00751901|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|0.8417504029999999|0.779793078|0.066588785|0.8121510009999999|0|0.827613693|-0.066227158|-41.76622313|-43.25430513|10.44150403|138.67264319999998|0.172386307|6.584944956|0.0|0.530379611|-26.33991037|59.53145615|-12.90040679|52.20772716|0.480419002|2602.046823|-735.3231872|-8.135654442|0.4696203889999999|8.398709622|16.16438947|5501.255679|-463.7323032|0.025810077|-38.31786425|1386.409228|727.8586176|0.0|1.0|1.0|1.0|4.05|18.0|3.29|0.72|1.54|123.46|0.0|1.0|5.0|30.0|397.47|0.0|1.44|0.00503|2.0|0.000359|143.0|0.0|2.14e-08|8.5e-06|2.24|-1276.928859|-1276.8943800000002|1149.51|0.2345|268.62|505.16|0.70615|-1276.940335|0.0001|-0.06212|5.7174|-1276.9984029999998|7.3768
13c_a6|1|0|3.441255118|0|7.412764017000001|1|-0.010619065|1|0.040821256|0.0|-0.003346018|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|-0.490486317|0.845481322|0.780680481|0.085414885|0.7995080809999999|0|0.786809832|-0.093635525|-63.73961873|-75.71763296|20.79409503|157.60887419999997|0.213190168|14.15496611|567.1031411|0.772032541|-43.38886312|88.21184769|-27.1440571|84.53371376|0.466844407|2880.850692|-1438.635026|-18.47751526|0.2279674589999999|8.038175951|15.07660437|6204.855629|-979.308309|0.018354398|-370.3562372|1863.438327|692.8471883999999|1.0|1.0|1.0|1.0|3.61|23.0|5.38|4.57|1.5|121.6|0.0|1.0|6.0|32.0|423.47|0.0|3.64|1.11e-06|0.000471|5.42e-06|0.00229|0.0|3.96e-10|1.68e-07|4.5|-1389.39897|-1389.371325|1217.77|0.5471|206.92|596.15|0.7008800000000001|-1389.122252|0.28|-0.14975|7.7129|-1389.184603|7.1367
12z_a36|1|0|3.435113772|0|7.412764017000001|2|-0.007671785|2|0.041767677|0.0|-0.000143196|1|0.001194592|0.066366917|-0.098598933|-0.175397741|-0.433580807|0.8707354620000001|0.826316772|0.103551178|0.8212311840000001|0|0.834790405|-0.081592361|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|10.28066212|15.59091678|0.712682362|-35.89088901|83.07227002|-24.03445318|69.61568586|0.4577848329999999|2841.692299|-1225.757112|-15.940487699999998|0.287317638|8.016303367999999|14.78435842|6146.834385|-812.9648725|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|1.0|0.0|1.0|0.0|4.76|17.0|2.75|1.76|1.38|128.47|0.0|1.0|5.0|31.0|406.44|0.0|1.66|0.000101|0.0412|0.000113|0.0458|0.0|2.21e-07|8.97e-05|2.98|-1325.195958|-1325.157504|1153.7|0.4423|318.16|539.36|0.69397|-1324.951498|0.4423|-0.1575|4814.0|-1325.010808|8301.0
12ax_a36|1|0|3.429529478|0|7.412764017000001|2|-0.007681676|2|0.043383838|0.0|-0.001012333|1|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|-0.440372791|0.884841888|0.836170906|-0.0394369539999999|0.771220556|0|0.846837721|-0.073739612|-49.32384393|-72.11700812|12.79462904|36.17982162|0.153162279|8.558226304|1.236876307|0.7648530440000001|-32.99232962|84.58859134|-25.96212292|62.11847297|0.488501696|2926.929456|-1298.106146|-17.36585896|0.235146956|7.563197245|14.78635841|6741.969187999999|-868.2929481000001|0.018645135|-354.3162187|1697.196809|661.6709012|1.0|0.0|1.0|0.0|4.74|17.0|3.99|3.19|2.99|133.77|0.0|1.0|5.0|31.0|450.32|0.0|2.82|8.27e-06|0.00372|6.55e-06|0.00295|0.0|1.74e-08|7.83e-06|4.42|-2152.130959|-2152.100515|1182.31|0.5236|236.74|552.0|0.69348|-2151.910753|0.4167|-0.15728|4.5001|-2151.971761|7.9208
12ak_a36|1|0|3.501132553|0|7.412764017000001|2|-0.006465433|2|0.041728395|0.0|0.0042553209999999|1|0.005035022|0.198260132|-0.099596099|-0.163978382|-0.439326642|0.901715152|0.815627016|0.051506104|0.860667615|0|0.848705143|-0.069176342|-49.87483724|-66.15829243|14.3700664|113.186508|0.151294857|10.36054668|25.9007405|0.737439195|-35.95881638|79.17567486|-23.5478668|64.24490364|0.423822657|2830.816014|-1389.324141|-16.97756755|0.262560805|7.98672125|13.86156772|6240.396899|-1001.676485|0.018055095|-342.3783571000001|1883.984673|799.5563855|1.0|0.0|1.0|1.0|5.05|17.0|3.85|3.01|2.66|138.33|0.0|1.0|6.0|32.0|423.51|0.0|2.66|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|4.21|-1350.900117|-1350.865407|1247.89|0.4514|320.09|584.05|0.7034699999999999|-1350.57563|0.0001|-0.15275|6.3682|-1350.637958|7.3372
10_a47|0|0|0.0|0|0.0|0|-0.008013899|2|0.042276423|1.329777427|-0.008120645|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|-0.45272733|0.7027461220000001|0.754096463|-0.138304661|0.6913602740000001|1|0.841070966|-0.076311525|-40.80144983|-50.08559665|5.088920549|103.41137940000002|0.158929034|2.720890925|0.0|0.801882632|-21.81529334|57.59863288|-18.9212254|45.89037038|0.411647394|2355.515804|-851.455143|-10.11660331|0.198117368|6.277122171|10.66897998|5482.319019|-455.247149|0.014051737|-322.8149102|1061.820157|498.0016816|1.0|1.0|1.0|1.0|3.02|22.0|5.12|5.92|3.21|106.43|0.0|1.0|3.0|27.0|359.4|1.0|4.41|1.77e-06|0.000638|3.18e-06|0.00114|0.0|1.4199999999999999e-09|5.110000000000001e-07|4.37|-1188.405988|-1188.3744|997.16|231.0|214.9|426.55|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-1188.244739|7.9
3c_a12|0|0|0.0|0|6.555356892000001|1|-0.009252756|2|0.039605735|0.0|-0.003879878|1|-0.001825446|-0.267255164|-0.116098308|-0.211367878|-0.545592465|0.923855679|0.826033688|-0.0461654159999999|0.859899236|0|0.843855494|-0.071719601|-36.28720467|-50.25579322|6.688634392000001|73.9854678|0.156144506|3.384177297|0.0|0.7055242159999999|-18.35985151|61.16334136|-17.19277136|42.97583906|0.427357986|2186.344105|-653.3253118|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|4629.005722|-330.5560685|0.02155815|-207.9738085|926.0140155|380.2468615|1.0|1.0|0.0|1.0|3.94|17.0|4.01|2.25|1.82|98.16|0.0|1.0|3.0|23.0|319.38|0.0|2.76|6.06e-05|0.0194|9.940000000000002e-05|0.0318|0.0|1.67e-07|5.3200000000000006e-05|2.56|-1327.498519|-1327.471862|894.36|0.4687|311.14|399.38|0.68067|-1327.351991|0.1193|-0.14572|1.6035|-1327.4004710000002|7699.0
13_a12|0|0|0.0|0|0.0|0|-0.0069874069999999|2|0.037948718|0.0|0.000830398|0|0.002279068|-0.362308767|-0.169387652|-0.281096572|-0.595629719|0.845823047|0.6809340620000001|-0.226526433|0.804066411|0|0.90006391|-0.058167326|-28.51381164|-45.33566159|4.01385817|64.74666684|0.09993609|1.96760628|66.2289548|0.8829921740000001|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|1812.788134|-634.6992622|-8.408963103|0.117007826|6.06407675|11.36787272|3647.657976|-311.13163480000003|0.0074597119999999|-375.4880089|718.8050825|327.9594923|1.0|1.0|0.0|1.0|2.7|18.0|3.63|3.9|2.42|84.74|0.0|1.0|3.0|21.0|276.34|0.0|3.22|5.520000000000001e-05|0.0152|6.3e-05|0.0174|0.0|7.26e-08|2.01e-05|3.83|-876.3661620999999|-876.3370809|867.79|0.6528|273.31|437.91|0.64974|-876.209109|0.0155|-0.16458|1.3023|-876.258343|7.0315
17_a12|0|0|0.0|0|6.823286122000001|1|-0.00864055|3|0.035816993|0.0|-0.002523977|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|0.918713011|0.8198617429999999|-0.043392747|0.859088647|0|0.858119365|-0.069570363|-36.25249721|-50.13411606|5.849860887999999|69.36398419|0.141880635|3.048310481|0.0|0.786701219|-18.89085387|57.97616997|-18.34174978|42.10235809|0.466056241|2246.161353|-752.0117408|-9.557722681|0.213298781|5.669161963|10.61752641|4866.339908|-391.8666299|0.015049295|-298.7949107|955.9051425|431.5987143|1.0|1.0|0.0|1.0|4.13|17.0|4.51|2.56|2.47|103.12|0.0|1.0|3.0|24.0|333.41|0.0|3.14|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|0.0|6.97e-08|2.32e-05|2.87|-1366.804178|-1366.776169|933.62|0.2213|281.69|419.49|0.62783|-1366.638303|148.0|-0.15459|2128.0|-1366.689546|7.7959
