molecula|SMR_VSA3|MID_N|BIC1|AMID_N|SssNH|PEOE_VSA3|Xch-6dv|AXp-6dv|AXp-5d|EState_VSA4|PEOE_VSA10|AATS3p|SpMax_A|SaasN|SpMAD_Dt|AXp-4d|AXp-6d|Xch-5dv|JGI4|BalabanJ|FilterItLogS|MINaaCH|JGI3|VSA_EState4|NssNH|JGI5|AATS3v|MATS3v|SlogP_VSA8|SpDiam_A|SlogP_VSA10|SaaN|SMR_VSA9|AETA_beta_ns_d|AXp-3d|VSA_EState2|AATS1i|VSA_EState1|Xch-7dv|GATS2i|MOMI-Z|FNSA3|FNSA4|RNCS|FPSA3|FNSA5|PBF|PPSA3|RPCS|DPSA4|DPSA5|GeomRadius|PNSA5|MOMI-Y|GeomShapeIndex|TPSA_x|GRAV|TASA|PNSA4|Mor01se|WPSA3|DPSA3|FNSA2|GeomDiameter|GeomPetitjeanIndex|MOMI-X|RASA|WPSA1|PNSA1|Mor01p|Mor01v|GRAVp|RPSA|PNSA3|WNSA1|WNSA5|DPSA1|WNSA4|WNSA3|Mor01m|Num. of Rotatable bonds|CYP2D6 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|molar_refractivity|Log Po/w iLOGP|Molecular Mass|TPSA_y|Solubility [Log S (SILICOS-IT)] (mg/ml)|heavy_atom_count|Log Po/w MLOGP|Log Po/w WLOGP|Fraction Csp3|hydrogen_bond_don0rs_count (using_Lipinski’s_definition)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|CYP3A4 inhibitor|Log S (SILICOS-IT)|Consensus Log P|Log Kp (cm/s)|Solubility [Log S (Ali)] (mol/l)|P-gp substrate|Log S (Ali)|Veber filter|hydrogen_bond_acceptors_count (using_Lipinski’s_definition)|Solubility [Log S (ESOL)] (mg/ml)|Log S (ESOL)|Log Po/w XLOGP3|Solubility [Log S (ESOL)] (mol/l)|CYP1A2 inhibitor|Leadlikeness|Bioavailability Score|CYP2C19 inhibitor|Egan filter|CYP2C9 inhibitor|Brenk|BBB|Ghose filter|PAINS|log P|Lowest_Unoccupied_Molecular_Orbital_Energy|Area (grid)|HOMO-LUMO Energy Difference (Hartree)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|E solv. Water  (Hartree)|Total Energy (gas phase) (Hartree)|Absorption Energy (HOMO-LUMO transition) (eV)|Gibbs Free Energy|Volume|Contribuition (max. transition)|Highest_Occupied_Molecular_Orbital_Energy|Oscillator Force (HOMO-LUMO transition)|Approximated area|Dipole (water)|Dipole (gas phase)|Contribution (HOMO-LUMO transition)|Wavelength (HOMO-LUMO transition) (nm)|Absorption Energy (max. Transition) (eV)|Wavelength (max. Transition) (nm)|Zero Point Energy|IC50|pIC50
13e_a6|24.9198926|14.12238737|0.586849246|0.441324605|3.3325290780000003|4.983978521|0.137732365|0.010856268|0.073394058|50.88435568|5.824404498|1.579680176|2.475258467|0.0|23.05947244|0.113450131|0.04637924|0.02795085|0.044021739|1.213935323|-8.364807871|1.684253049|0.033194444|7.452419982999999|1|0.016992754|223.4488281|-0.046803707|33.67863691|4.87485025|5.687386275|18.35299144|28.71445679|0.015625|0.178821855|21.78653051|146.2217091|0.0|0.179932564|1.209208366|3457.565879|-0.074242826|-0.032929004|66.59852278|0.0183790889999999|-0.093298845|0.175643236|12.28502792|0.0|30.46313253|75.42629799|7.973429837999999|-62.36320497|6494.840499|0.799234143|92.4587065|6147.8097210000005|575.965487|-22.01054293|1278.70363|8.211609879|61.91072885|-1.679379203|14.346067199999998|0.4442079679999999|9802.944176|0.861676601|123.9708402|482.9568789|676.2770877|613.2534454|2868.489025|0.138323399|-49.62570093|322.8200622|-41.68507499|-297.4895642|-14.71237941|-33.17101912|586.7256835|5.0|1.0|3.51|27.0|5.01|123.82|2.79|417.47|103.17|2.75e-08|32.0|0.92|4.53|0.08|2.0|6.59e-11|0.00323|1.0|-10.18|3.31|-6.52|7.74e-06|1.0|-5.11|0.0|5.0|0.00688|-4.78|3.27|1.65e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|3.36|-0.07534|713.3|-0.1327|-1347.297639|0.8312|0.03809808|-1347.25954|3.2475|-1347.074898|1202.5|0.38609|-0.20804|0.0104|567.24|13.2999|10.1884|0.7034199999999999|381.78|5.9885|207.04|-1347.014564|0.012|7.9208
13f_a6|24.9198926|14.12051649|0.586849246|0.44126614|3.350822729|4.983978521|0.137732365|0.010875828|0.07284328|50.88435568|5.824404498|1.579680176|2.475172228|0.0|22.86382183|0.113523951|0.0468368979999999|0.02795085|0.045|1.197502302|-8.364807871|1.686087116|0.028194444|7.567980343999999|1|0.018604938|223.4488281|-0.046803707|33.67863691|4.874762888|5.687386275|18.36087464|28.71445679|0.015625|0.179939988|21.8010292|146.2217091|0.0|0.179932564|1.209208366|3253.287533|-0.073352505|-0.032802223|62.42897239999999|0.018554018|-0.092939631|0.176745407|12.46087045|0.0|30.56694343|75.61173794|9.050440345|-62.41821579999999|7328.882006999999|0.6717890999999999|91.85971442|6128.208571|579.7398537|-22.02995852|1278.70363|8.368715213|61.72438096|-1.672913351|15.13042752|0.401838426|10427.35844|0.863222493|125.97179479999998|484.0297708000001|676.2770877|613.2534454|2869.925064|0.136777507|-49.2635105|325.074185|-41.92004677|-296.4599736|-14.79531062|-33.08535238|586.7256835|5.0|1.0|3.56|27.0|5.01|123.82|2.21|417.47|103.17|2.75e-08|32.0|0.92|4.53|0.08|2.0|6.59e-11|0.00323|1.0|-10.18|3.19|-6.52|7.74e-06|1.0|-5.11|0.0|5.0|0.00688|-4.78|3.27|1.65e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|3.36|-0.07786|711.29|-0.12805|-1347.301285|0.901|0.03437105|-1347.266914|3139.0|-1347.0794119999998|1202.78|0.49643|-0.2059099999999999|0.0048|568.41|13.9612|10.8469|0.70541|394.98|4.8413|256.1|-1347.018087|0.042|7.3768
13g_a6|24.9198926|14.15071824|0.589000149|0.428809644|3.343701917|4.983978521|0.137732365|0.011046945|0.073544062|57.30517729999999|5.824404498|1.534430777|2.476431471|0.0|23.3169926|0.113400464|0.046304222|0.02795085|0.043020833|1.221042942|-8.756446107999999|1.687725271|0.031917735|7.589951968999999|1|0.017586806|215.6363061|0.03068153|33.67863691|4.8774214780000005|5.687386275|18.52121722|28.71445679|0.015151515|0.179780115|21.97884925|146.1247147|0.0|0.173630505|1.21712373|3916.754765|-0.074216821|-0.0323525729999999|68.57626488|0.017637229|-0.091949419|0.2141642839999999|12.28038897|0.0|30.61752948|76.50577593|7.968172425|-64.02222283|6678.807899|0.7999971709999999|89.14285747|6332.20768|607.1336751|-22.52633766|1428.982976|8.550546653|63.95581946|-1.747038966|14.34268783|0.444443571|10392.39743|0.871972049|128.1167368|512.2738687|744.1359788|668.5312569|2929.039254|0.128027951|-51.67543048|356.68427310000004|-44.57717132|-328.2712049|-15.68456028|-35.98038956|627.4923416|6.0|1.0|3.61|27.0|5.41|128.63|2.34|431.49|103.17|1.15e-08|33.0|1.13|4.79|0.12|2.0|2.67e-11|0.0012|1.0|-10.57|3.47|-6.31|2.77e-06|1.0|-5.56|0.0|5.0|0.0038|-5.06|3.7|8.8e-06|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|3.83|-0.07536|739.55|-0.1327|-1386.611265|0.8442|0.03802398|-1386.573241|3.2472|-1386.364067|1253.71|0.38325|-0.20806|0.0105|592.49|13.3225|10.1708|0.7034100000000001|381.82|5.9869|207.09|-1386.3020800000002|0.119|6.9245
13h_a6|24.9198926|14.14884643|0.5770330770000001|0.428752922|3.361995568|4.983978521|0.137732365|0.011064467|0.073007053|57.30517729999999|5.824404498|1.534430777|2.476346989|0.0|23.12483312|0.113472117|0.04674858|0.02795085|0.04393617|1.205185933|-8.756446107999999|1.689559339|0.0271100429999999|7.705270393999999|1|0.019143026|215.6363061|0.03068153|33.67863691|4.877336081|5.687386275|18.52910042|28.71445679|0.015151515|0.1808658389999999|21.99334795|146.1247147|0.0|0.173630505|1.21712373|2829.19698|-0.074151997|-0.032362302|77.20799814|0.017441348|-0.091977068|0.300800177|12.1971464|0.0|30.71129129|76.78735663|9.11292243|-64.32173453|8732.995112999999|0.8575863490000001|92.37313621|6302.785260000001|606.9504647000001|-22.63172141|1428.982976|8.529752344|64.05338768|-1.747564296|16.928040300000003|0.461667017|11264.7383|0.867910741|128.660885|515.3445605000001|744.1359788|668.5312569|2926.745635|0.132089259|-51.85624128|360.3926137|-44.98170701|-331.36552|-15.82689691|-36.26429338|627.4923416|6.0|1.0|3.64|27.0|5.41|128.63|3.03|431.49|103.17|1.15e-08|33.0|1.13|4.79|0.12|2.0|2.67e-11|0.0012|1.0|-10.57|3.61|-6.31|2.77e-06|1.0|-5.56|0.0|5.0|0.0038|-5.06|3.7|8.8e-06|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|3.83|-0.07435|738.61|-0.14097|-1386.613707|1.0978|0.04469058|-1386.569017|3392.0|-1386.3651|1253.92|0.50716|-0.2153199999999999|0.2121|591.53|10.0322|7.2872|0.69001|365.52|4.8701|254.58|-1386.302668|0.047|7.3279
13i_a6|14.95193556|10.00207094|0.610003528|0.312564717|3.286112896|4.983978521|0.155086389|0.0108303769999999|0.07231872|45.60046608|5.824404498|1.526190147|2.479111826|0.0|22.27811994|0.11213909|0.045718983|0.057413632|0.042560386|1.206972847|-6.984161751|1.680214706|0.037840136|10.79041315|1|0.018423913|218.1669025|-0.094964265|22.64523548|4.84878054|5.687386275|9.50425674|34.14425914|0.015625|0.176889436|24.35071529|147.7678113|10.97545765|0.1869598639999999|1.128301273|2880.134143|-0.120457274|-0.046433945|181.1128483|0.031178586|-0.129526268|0.221116773|20.90143854|116.5456632|39.72483975|100.2320567|8.294136887|-86.83156133|7823.115315999999|0.753497905|252.0312146|6306.951561999999|418.3467934|-31.12829557|1410.6952609999998|14.01186473|101.6533459|-2.460999087|14.54375165|0.429711323|10500.16421|0.624046118|97.25260935|525.3067076|673.8038326000001|619.540247|2906.257489|0.375953882|-80.75190740000001|352.1540642|-58.20996912|-380.2354072|-20.86772478|-54.13430283|615.166507|6.0|1.0|3.59|23.0|4.16|120.17|2.7|427.46|115.15|1.36e-06|32.0|1.18|3.54|0.12|3.0|3.18e-09|0.00398|1.0|-8.5|2.91|-6.81|9.32e-06|1.0|-5.03|0.0|5.0|14.0|-4.48|2.95|3.28e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.94|-0.0481399999999999|703.43|-0.1464|-1426.549926|0.2903|0.03191957|-1426.518007|3.5614|-1426.332492|1196.21|0.7004600000000001|-0.19454|19.0|553.67|10.1375|7.8342|0.70517|348.14|3.6668|338.12|-1426.269916|0.021|7.6778
13j_a6|14.95193556|10.00039615|0.610003528|0.31251238|3.312645398|4.983978521|0.155086389|0.010833436|0.07144457|45.60046608|5.824404498|1.526190147|2.478998053|0.0|22.00105538|0.112755265|0.046217329|0.057413632|0.041728395|1.183113795|-6.984161751|1.687442171|0.035289116|10.86132824|1|0.02052399|218.1669025|-0.094964265|22.64523548|4.848666003|5.687386275|9.512816206|34.14425914|0.015625|0.177890045|24.18186368|147.7678113|10.9769267|0.1869598639999999|1.128301273|2634.320708|-0.120219472|-0.046428683|180.6709018|0.03111288|-0.129511589|0.205764388|20.78979124|114.6910805|39.56287079|99.85109065|8.741405506|-86.54032868|8952.182309|0.765539515|251.937353|6276.316063|416.2679342|-31.02389141|1410.6952609999998|13.89184843|101.1210779|-2.460720196|15.43329684|0.433600896|11409.69121|0.6229641429999999|96.36913981|523.9844291999999|673.8038326000001|619.540247|2907.3053210000003|0.377035857|-80.33128667|350.129166|-57.82670518|-379.7635712|-20.73032827|-53.67779048|615.166507|6.0|1.0|3.56|23.0|4.16|120.17|2.26|427.46|115.15|1.36e-06|32.0|1.18|3.54|0.12|3.0|3.18e-09|0.00398|1.0|-8.5|2.82|-6.81|9.32e-06|1.0|-5.03|0.0|5.0|14.0|-4.48|2.95|3.28e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.94|-0.0488899999999999|712.52|-0.14602|-1426.5532050000002|0.2857|0.03242949|-1426.520775|3.5599|-1426.335207|1196.6|0.69993|-0.19491|0.0259|555.0|10.9731|8.3187|0.7045100000000001|348.28|3.6504|339.64|-1426.272674|0.262|6.5817
13k_a6|14.95193556|10.03032375|0.608493124|0.303949205|3.297285735|4.983978521|0.155086389|0.011021844|0.072500143|52.0212877|5.824404498|1.4856285269999998|2.480193002|0.0|22.55161741|0.112118152|0.045664126|0.057413632|0.04162037|1.213886258|-7.375391848|1.683173286|0.036356209|10.93430036|1|0.018958333|210.8721048|-0.018456062|22.64523548|4.852858251000001|5.687386275|9.648141378|34.14425914|0.015151515|0.177889219|24.54346614|147.5967449|11.00740324|0.180657805|1.142010782|3332.974951|-0.11937574|-0.045420752|183.1261118|0.0296987679999999|-0.127178105|0.212093198|20.6185734|113.5526088|39.55891914|100.7779947|8.370126134|-88.29427104|7986.965149|0.7422570490000001|249.215618|6492.211639|445.0412356000001|-31.53366823|1568.348791|14.31458589|103.4959988|-2.543562101|14.58291125|0.426031882|11129.82634|0.641032542|97.78101789|553.4141417999999|741.5222707|675.0806286000001|2966.890288|0.3589674579999999|-82.8774254|384.2115608|-61.29890279999999|-412.5714301|-21.89246528|-57.53822059|656.9043121000001|7.0|1.0|3.68|23.0|4.55|124.98|2.8|441.48|115.15|5.7e-07|33.0|1.39|3.8|0.16|3.0|1.29e-09|0.00144|1.0|-8.89|3.18|-6.59|3.26e-06|1.0|-5.49|0.0|5.0|0.0075599999999999|-4.77|3.39|1.7100000000000002e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|5.41|-0.04851|731.25|-0.14589|-1465.862962|0.3971|0.0308324|-1465.83213|3.5476|-1465.621288|1246.69|0.4547|-0.1944|0.0137|577.68|10.5079|8.1639|0.70536|349.49|5112.0|242.53|-1465.557346|0.046|7.3372
13l_a6|14.95193556|10.02864835|0.608493124|0.303898435|3.323818237|4.983978521|0.155086389|0.011021932|0.071650164|52.0212877|5.824404498|1.4856285269999998|2.480081368|0.0|22.27880484|0.112720705|0.046148309|0.057413632|0.0408037829999999|1.190844035|-7.375391848|1.690914394|0.033905229|11.00356833|1|0.0209903379999999|210.8721048|-0.018456062|22.64523548|4.852746254|5.687386275|9.656700843|34.14425914|0.015151515|0.1788612389999999|24.37159476|147.5967449|11.00887229|0.180657805|1.142010782|3127.831037|-0.118071236|-0.0451862259999999|182.8275745|0.030012523|-0.126521431|0.210844002|20.90615311|118.3485042|39.65857501|100.8610837|8.810095892|-88.13242567|9044.059704|0.7413520309999999|248.6104661|6462.086665999999|447.9705372|-31.47586631|1568.348791|14.56282911|103.1523329|-2.53042863|15.34147837|0.4257335779999999|11977.2108|0.643098986|100.1159421|552.8562367000001|741.5222707|675.0806286000001|2967.923804|0.3569010139999999|-82.24617981|385.1091521|-61.3913735|-409.1314702|-21.92549054|-57.29112645|656.9043121000001|7.0|1.0|3.64|23.0|4.55|124.98|2.22|441.48|115.15|5.7e-07|33.0|1.39|3.8|0.16|3.0|1.29e-09|0.00144|1.0|-8.89|3.07|-6.59|3.26e-06|1.0|-5.49|0.0|5.0|0.0075599999999999|-4.77|3.39|1.7100000000000002e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|5.41|-0.04885|735.52|-0.14562|-1465.865882|0.3115|0.03092407|-1465.834958|3.5499|-1465.624566|1249.13|0.7002|-0.19447|0.0165|578.91|8.9893|7.2582|0.70515|349.26|3.6675|338.07|-1465.560303|0.385|6.4145
13m_a6|24.9198926|14.09816169|0.579019745|0.427217021|3.296417967|4.983978521|0.137732365|0.0109106639999999|0.073181596|50.88435568|5.824404498|1.549741915|2.4753655830000003|0.0|23.29037837|0.112776969|0.046208799|0.02795085|0.0446875|1.209265185|-7.851606586|1.675827847|0.034321581|12.47650904|1|0.018744213|220.5280292|-0.0534126559999999|33.67863691|4.874959471|5.687386275|18.32440878|22.64523548|0.015151515|0.17794901|33.20932652|148.1175792|0.0|0.179932564|1.227336624|2574.030011|-0.0989137669999999|-0.0378750189999999|91.22689385|0.01858251|-0.107644789|0.429009107|12.95736535|95.67846949|35.8683143|89.65257305|8.435961541000001|-75.05944278|9338.994137|0.926594475|198.3000783|6412.592679|498.9881336|-26.40980394|1446.496302|9.035018118|81.92876874|-2.045251|16.2526769|0.48094941|11256.12987|0.715612461|128.2142876|513.412613|724.3873672999999|658.2654687|2951.567781|0.2843875389999999|-68.97140339|357.9965629|-52.33806464|-329.5370141|-18.41524497|-48.09294654|639.0886697999999|6.0|1.0|3.59|27.0|4.19|127.2|2.18|435.48|122.47|9.35e-08|33.0|0.81|3.76|0.08|3.0|2.1499999999999998e-10|0.00987|1.0|-9.67|2.67|-7.23|2.27e-05|1.0|-4.64|0.0|5.0|0.0228|-4.28|2.43|5.24e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.27|-0.07137|726.28|-0.13817|-1423.762467|275.0|0.04955777|-1423.712909|3.3359|-1423.511471|1231.54|0.66475|-0.20954|0.1924|546.69|6.5243|4.2913|0.64753|371.67|3.9127|316.88|-1423.448957|0.01|8.0
13n_a6|24.9198926|14.096485|0.579019745|0.427166212|3.322950469|4.983978521|0.137732365|0.0109124369999999|0.072358772|50.88435568|5.824404498|1.549741915|2.475240527|0.0|23.0187788|0.113393383|0.046688397|0.02795085|0.04393617|1.186394949|-7.851606586|1.6789617019999998|0.031917735|12.55641718|1|0.020766908|220.5280292|-0.0534126559999999|33.67863691|4.874832568|5.687386275|18.33636944|22.64523548|0.015151515|0.178935117|33.0413171|148.1175792|0.0|0.179932564|1.227336624|2535.307313|-0.100363599|-0.038490115|90.97854097|0.017758385|-0.109392959|0.307384948|12.18768927|103.012404|35.2699138|88.73738138|8.872063579|-75.07706271|9944.411134|0.889160748|199.7822434|6386.381394|486.5239262|-26.41600355|1446.496302|8.36448634|81.06784641|-2.078466222|16.76075427|0.47066442|12168.65184|0.70890216|118.2405723|514.0207123|724.3873672999999|658.2654687|2952.259627|0.29109784|-68.88015714|352.7755861|-51.52585133|-341.7352549|-18.12946621|-47.27287681|639.0886697999999|6.0|1.0|3.55|27.0|4.19|127.2|1.9|435.48|122.47|9.35e-08|33.0|0.81|3.76|0.08|3.0|2.1499999999999998e-10|0.00987|1.0|-9.67|2.62|-7.23|2.27e-05|1.0|-4.64|0.0|5.0|0.0228|-4.28|2.43|5.24e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.27|-0.07131|727.69|-0.13863|-1423.765005|0.9117|0.05026727|-1423.714738|3.3510000000000004|-1423.514154|1232.6|0.55028|-0.20994|0.1945|548.09|10.1967|7.1946|0.64027|369.99|4.8185|257.31|-1423.451366|0.075|7.1249
13p_a6|24.9198926|14.1248137|0.5931242520000001|0.415435697|3.334123308|4.983978521|0.137732365|0.011094451|0.072531775|57.30517729999999|5.824404498|1.508785697|2.476413497|0.0|23.27914537|0.113345471|0.046607045|0.02795085|0.042959184|1.194768421|-8.242518742|1.682433924|0.030735597|12.70374196|1|0.021203704|213.2961605|0.018442114|33.67863691|4.877403704|5.687386275|18.50459522|22.64523548|0.014705882|0.179863193|33.25538932|147.9321155|0.0|0.173630505|1.235197571|3833.042283|-0.099405155|-0.03767435|80.30786544|0.01730144|-0.107371897|0.196002517|12.27472016|107.5669533|35.16646396|89.17529231|8.760340755|-76.17631587|8630.386311|0.703081362|194.0233618|6590.216479|515.4389679999999|-26.72853188|1606.07015|8.708451561|82.79893305|-2.14743793|14.91957306|0.412828992|12268.93921|0.7265205579999999|120.77192959999998|539.2321082999999|794.5462391|715.4807825|3016.078786|0.273479442|-70.52421289|382.5648679|-54.04422654|-369.0018868|-18.9628865|-50.03427239|681.6069512|7.0|1.0|3.64|27.0|4.58|132.01|2.34|449.51|122.47|3.92e-08|34.0|1.01|4.01|0.12|3.0|8.73e-11|0.00365|1.0|-10.06|2.96|-7.01|8.11e-06|1.0|-5.09|0.0|5.0|0.0125|-4.55|2.86|2.79e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|1.0|0.0|4.73|-0.0746|752.82|-0.12251|-1463.08132|0.4132|0.03807447|-1463.0432449999998|2.9837|-1462.804694|1283.98|0.47508|-0.1971099999999999|0.0029|573.39|12163.0|9.0546|0.7056600000000001|415.53|4.7973|258.45|-1462.740542|0.092|7.0362
17a_a6|14.95193556|10.03469048|0.6135839989999999|0.323699693|3.319717734|4.983978521|0.149297579|0.010681379|0.072519345|39.6521268|5.693927995|1.560510262|2.479015615|0.0|22.03677757|0.11280548|0.045881698|0.057413632|0.041767677|1.212190694|-7.496931201000001|1.787344336|0.03679078|5.837836232000001|1|0.016578283|221.3793568|-0.1263217969999999|22.64523548|4.848683342|5.948339281|9.466948376|40.21348046|0.0161290319999999|0.177743398|12.83549941|145.817401|10.97496971|0.186924019|0.963766056|2217.333474|-0.096082495|-0.041567592|157.13173490000003|0.031147305|-0.109388399|0.350977745|20.43213226|554.1936506|35.323795000000004|84.75077935|8.337470517|-71.75703418|8222.947151999999|0.935437602|161.9738174|5996.580489|494.010135|-27.26767299|1245.042785|13.40315088|83.46070738|-2.078379577|16.13665395|0.483320982|9975.500423|0.753082653|98.1397867|506.3769592|627.4287311|575.8933339|2816.084228|0.2469173469999999|-63.02857512|332.1751591|-47.07146289|-356.769966|-17.887155899999996|-41.34573382|563.8058933|5.0|1.0|3.52|23.0|4.98|116.79|2.88|409.44|95.85|4e-07|31.0|1.7|4.32|0.12|2.0|9.77e-10|0.000637|1.0|-9.01|3.59|-5.89|1.56e-06|1.0|-5.81|0.0|5.0|0.00274|-5.17|4.09|6.69e-06|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.04|-0.05753|696.96|-0.12425|-1350.102634|0.3933|0.02379552|-1350.078838|2.9753|-1349.892285|1167.16|0.69627|-0.18178|0.0101|574.02|5604.0|4.1627|0.7024|416.71|3.5421|350.03|-1349.830672|0.024|7.6198
17b_a6|14.95193556|10.03309305|0.6135839989999999|0.323648163|3.332384732|4.983978521|0.149297579|0.010724696|0.071938795|39.6521268|5.693927995|1.560510262|2.478936865|0.0|21.83667743|0.112872814|0.04635432|0.057413632|0.042739018|1.194990821|-7.496931201000001|1.804849579|0.031471631|5.93627859|1|0.018255814|221.3793568|-0.1263217969999999|22.64523548|4.848604167|5.948339281|9.472594697|40.21348046|0.0161290319999999|0.178878473|12.84776122|145.817401|10.97587234|0.186924019|0.963766056|2207.972178|-0.095450984|-0.041494349|155.8689396|0.03122461|-0.109195656|0.318652397|20.48861696|557.7093661|35.32951798|84.71888279|8.974770742|-71.65078895|8457.362203|0.834464855|161.4509401|5985.963521|494.7179214|-27.2272998|1245.042785|13.44399246|83.12058064|-2.074717455|16.46390151|0.4548818979999999|10334.51349|0.753949098|98.74098515|505.6878024|627.4287311|575.8933339|2816.0632920000003|0.246050902|-62.63196368|331.81658960000004|-47.0150166|-355.2067434|-17.86570631|-41.0971443|563.8058933|5.0|1.0|3.53|23.0|4.98|116.79|2.89|409.44|95.85|4e-07|31.0|1.7|4.32|0.12|2.0|9.77e-10|0.000637|1.0|-9.01|3.6|-5.89|1.56e-06|1.0|-5.81|0.0|5.0|0.00274|-5.17|4.09|6.69e-06|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.04|-0.05736|690.98|-0.12545|-1350.102764|0.3949|0.02458322|-1350.078181|2.9964|-1349.892156|1168.62|0.69615|-0.18281|0.0033|575.2|7.3188|5.3385|0.7016100000000001|413.78|3.5444|349.8|-1349.830814|0.153|6.8153
7a_a8|14.76446326|8.148572812000001|0.598655801|0.280985269|0.0|4.681802935|0.164037091|0.009315812|0.067494291|0.0|0.0|1.636881127|2.527327576|1.4494883790000002|20.58603308|0.1080884719999999|0.041455154|0.057413632|0.041123188|1.318100856|-5.60659751|1.6699423169999998|0.0439814809999999|3.333420536|0|0.028544686|240.4694872|-0.078090533|28.20214525|4.910146291|0.0|4.400654589|45.77039023|0.0172413789999999|0.172020174|17.78613968|144.91111469999998|12.30371282|0.183224146|1.086870284|1702.719465|-0.102174163|-0.042647654|145.3710976|0.035405618|-0.101880506|0.238462711|20.79408196|71.85980901|34.12990316|75.4573633|7.699041907000001|-59.83546383|5746.300835|0.914283468|165.38046830000002|5907.9340090000005|421.9297638000001|-25.04740346|939.2261951|12.2125771|80.80201312|-1.833849114|14.73814865|0.477611327|7279.860879000001|0.718410375|91.79213479|431.0178166|488.0169522|466.1117268|2715.360649|0.281589625|-60.00793116|253.1411739|-35.14198015|-274.7254012|-14.71059634|-35.24327197|490.3262672|3.0|0.0|3.34|23.0|3.96|105.83|3.06|382.37|92.93|2.05e-05|29.0|2.01|3.49|0.05|1.0|5.3600000000000004e-08|0.00522|1.0|-7.27|3.15|-6.33|1.36e-05|1.0|-4.86|0.0|5.0|0.00874|-4.64|3.24|2.29e-05|1.0|1.0|0.55|0.0|0.0|1.0|0.0|0.0|0.0|0.0|5.2|-0.07616|605.72|-0.12889|-1291.313963|315.0|0.0269461|-1291.287017|3.0704|-1291.156661|1031.61|0.61257|-0.20505|0.1575|494.48|12.8748|9.9646|0.70367|403.8|4.5808|270.66|-1291.10235|24.73|4.6068
7b_a8|14.76446326|8.14884987|0.628196182|0.271628329|0.0|4.681802935|0.160708465|0.009517328|0.06651663|5.563451492|0.0|1.656912941|2.534973265|1.4628217119999998|20.92245793|0.107461844|0.041143956|0.057413632|0.040873016|1.341743062|-6.1336824320000005|1.67515065|0.0475217859999999|4.352512463|0|0.031831066|242.2963602|-0.117586958|28.20214525|4.931595651|0.0|4.500191626|45.77039023|0.016666667|0.17139702|17.99697679|144.8772368|12.35988824|0.201995404|1.042468603|1780.952171|-0.101439013|-0.041332642|145.0783004|0.033167971|-0.1000685009999999|0.282366236|19.86678613|75.93423425|32.83731114|73.70461365|7.698000901|-59.93853201|5885.660688|0.918644854|166.30684230000003|6185.0105140000005|432.6681725|-24.75721974|1068.663898|11.89970852|80.62622045|-1.901301524|14.76972982|0.4787988|7361.17897|0.7223476129999999|88.28076727|451.5886212|545.9267515|514.4758855|2776.185773|0.277652387|-60.75943432|270.490301|-35.90168309|-304.2022276|-14.82895606|-36.39338307|527.6803954|3.0|0.0|3.49|23.0|4.48|110.8|3.37|396.4|92.93|8.94e-06|30.0|2.23|3.8|0.09|1.0|2.25e-08|0.00224|1.0|-7.65|3.5|-6.15|5.64e-06|1.0|-5.25|0.0|5.0|0.00454|-4.94|3.61|1.14e-05|1.0|2.0|0.55|0.0|0.0|1.0|0.0|0.0|0.0|0.0|5.51|-0.06833|621.4|-0.13639|-1330.622441|0.2517|0.0273745|-1330.595067|3.26|-1330.448193|1067.73|0.44725|-0.20472|139.0|506.21|12.7344|9.9463|0.7025100000000001|380.32|4.5945|269.85|-1330.392289|13.53|4.8687
