molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
8b_a12|0|0|0.0|1|1|1.283836078|0.0|0.190292199|0.0|-0.1676879319999999|2|-0.618894925|-0.010117477|10.95438057|-0.1090955359999999|0|-0.007926474|0.047425677|0.006468729|-0.659952678|1|0.7407532059999999|-0.183648492|0.792160599|0|-0.1053827859999999|-0.116554734|0.4384536329999999|0.011257065|-60.97837482|6.513753986|0.259073691|-39.02494133|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|2388.888334|428.7273481000001|-1213.971783|-15.27062922|0.111063646|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|29.68794201|0.009361504|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|2.0|0.1|18.0|3.11|1.9|80.37|2.23|1.0|110.58|1.0|4.0|4.0|-6.51|0.0|0.0|0.0|-4.01|7.890000000000001e-05|28.0|9.74e-05|2.76|0.0|3.56e-08|1.26e-05|-0.0589|5.11|3.7446|-1159.405202|-1159.365835|331.1|0.3179|-1159.188228|127.0|-0.21184|0.03936706|-1159.2425119999998|6.1286|263.0|6.58
16i_a32|1|1|7.765993078999999|0|0|0.6094207429999999|0.0|0.175604846|5.733341277|-0.075706124|0|-0.7748511779999999|-0.003511776|10.31100265|0.006037736|3|-0.001202032|-0.098841478|-0.211019184|-0.700853898|0|0.836966894|0.009897928|0.8829894|1|-0.0857355019999999|-0.114771536|0.5368697929999999|0.022335011|-56.03343427|14.59730623|0.198505292|-49.02383532|32.3175507|0.718964113|-1.836344582|-36.62130242|88.80827938|-24.00328703|2770.767996|523.8261846|-1200.164351|-15.6876273|0.281035887|12.57892808|0.836873682|6355.471589|183.6742715|-784.3813651|33.38593207|0.021112022|1669.296604|636.0251562999999|13.79800742|1.0|0.0|1.0|1.0|2.0|0.3|19.0|6.25|4.85|149.27|1.34|3.0|116.75|1.0|8.0|5.0|-5.93|1.0|0.0|0.0|-5.09|9.25e-08|3.96e-05|8.18e-06|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|4.99|3.6176|-1995.307733|-1995.279632|342.72|0.2857|-1995.055356|0.2857|-0.2002|0.02810109|-1995.11813|4.0568|6.0|8.2596
12bf_a36|0|0|7.412764017000001|2|2|1.297043948|0.0|-0.024689509|5.351858133|-0.119979424|2|-0.4497470879999999|-0.006877664|10.96022305|-0.0206090089999999|1|-0.004358975|0.359635716|-0.250781298|-0.433281391|1|0.836170906|-0.033696875|0.892249657|0|-0.090461753|-0.110255801|0.356652646|0.0217611939999999|-58.26326838|14.01562806|0.320859336|-45.73631152|0.0|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|-24.14405495|2902.591295|437.4108773|-1207.2027480000002|-15.55034592|0.294529031|14.37031118|0.904134124|6271.550446|189.6959033|-777.5172959|34.22402339|0.02371294|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|1.0|0.0|2.0|0.14|17.0|3.55|3.0|69.2|2.78|1.0|123.67|1.0|5.0|6.0|-6.8|0.0|1.0|0.0|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|3.66|3874.0|-1431.413697|-1431.380702|320.04|0.4518|-1431.187555|0.4006|-0.2139|0.03299488|-1431.246893|7.5932|6.0|8.2218
7_a4|0|0|7.535296702|1|1|1.343865525|2.060422336|-0.237954652|5.4161004020000005|-0.003297033|2|-0.076100699|0.008409909|10.92992954|0.04206117|1|0.008242591|-0.162314698|-0.094000778|-0.174410426|2|0.8046449179999999|0.0707653759999999|0.87010589|1|-0.0650223009999999|-0.071288428|0.470973822|0.01470626|-32.72992462|7.402610584|0.174169393|-18.06277106|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|-13.45652664|2286.169166|415.6938929|-538.2610657|-6.773539148999999|0.282008333|9.797542165|0.7772010559999999|5022.496714|141.9530115|-270.9415659|18.74189807|0.016800137|749.6759227000001|407.1471338|8.456594282000001|1.0|1.0|1.0|1.0|0.0|0.15|21.0|4.42|4.67|43.6|2.82|0.0|95.07|1.0|2.0|4.0|-6.03|0.0|1.0|1.0|-4.41|0.000156|0.0514|3.92e-05|3.22|0.0|3.49e-08|1.15e-05|-0.05217|2.91|4.0379|-1089.870249|-1089.847072|307.05|0.0697|-1089705.0|0.0697|-0.2219199999999999|0.02317758|-1089.753885|4926.0|151.0|6821.0
7e_a8|0|0|7.05012252|0|0|1.394799915|1.3496955309999998|-0.150447714|4.844187086|-0.052939815|0|-0.289324602|0.0024398329999999|10.94332434|-0.0446343779999999|1|0.002669179|-0.075638618|0.07125309|-0.341022848|0|0.732001738|-0.072307692|0.790500031|0|-0.08608941|-0.0886889709999999|0.286669793|0.0215993429999999|-51.4880895|12.91806855|0.170843962|-31.72369068|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|64.23177694|-22.39586026|2605.914474|495.8990914|-1007.813711|-13.39444718|0.223998448|14.654025199999998|0.902163597|5808.479788000001|133.9683023|-602.7501229|28.86058693|0.018708212|1298.726412|519.5762494|11.18895001|1.0|0.0|0.0|0.0|1.0|0.04|23.0|5.16|4.94|70.81|3.54|2.0|108.43|1.0|4.0|4.0|-5.43|0.0|0.0|1.0|-5.41|1.78e-06|0.000686|3.87e-06|4.54|0.0|5.07e-09|1.95e-06|-0.0697|6.32|3.2363|-1300.495519|-1300.467069|383.1|0.3461|-1300.271093|0.1522|-0.2054699999999999|0.02845071|-1300.327213|11.4436|35.1|4.4547
17e_a50|1|1|7.934155233999999|2|2|1.320916122|4.3906140030000005|-0.153175103|5.82008293|0.038322942|2|-0.141076059|0.012036705|10.94500663|-0.114420412|2|0.012372059|-0.017965698|-0.310566368|-0.229030473|1|0.7409645029999999|-0.202197068|0.7791604190000001|1|-0.046347299|-0.073011385|0.4239465089999999|0.012865274|-32.24487658|8.950665784|0.069891795|-35.33972521|86.98647608|0.803671114|-1.67926185|-22.43349867|57.93079973|-18.5444588|2883.936138|647.0975667|-1168.300905|-12.90180444|0.196328886|16.70124474|0.960006062|6301.28046|136.5904997|-812.8136797000001|23.07468625|0.010255676|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|1.0|0.0|0.37|20.0|4.23|4.68|51.77|2.91|2.0|138.0|1.0|6.0|4.0|-6.08|0.0|1.0|0.0|-5.18|1.34e-05|0.00589|6.58e-06|4.08|0.0|4.63e-08|2.03e-05|-0.03156|3.8|4.0298|-1375.295877|-1375.268259|307.67|0.1809|-1374.927998|0.1785|-0.19805|0.02761851|-1374.992422|8.8326|155.0|6.8097
3n_a32|1|1|7.773594467000001|1|1|0.609420754|0.0|-0.0376583329999999|5.733341277|-0.01504795|1|-0.295303659|0.000609539|10.3110027|-0.0711168609999999|3|0.002379137|-0.100681119|-0.153506065|-0.435658951|0|0.816774665|-0.121627423|0.868826775|1|-0.074507943|-0.092745182|0.287402381|0.01889769|-42.83673428|10.86481886|0.159958218|-30.65624207|0.0|0.648933114|-1.205687365|-24.62805609|65.41881458|-15.75418035|2526.071154|482.963897|-693.1839353999999|-9.057526067|0.351066886|11.72372261|0.840580248|5553.014016|201.8383309|-398.5311469|24.27704797|0.0210408339999999|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|1.0|0.32|19.0|6.71|5.01|120.17|1.58|2.0|106.44|1.0|3.0|4.0|-5.98|0.0|0.0|1.0|-4.91|1.11e-06|0.000424|1.23e-05|3.74|0.0|1.1e-07|4.19e-05|-0.05535|2.57|3.5459|-1825.378576|-1825.349557|349.65|0.2839|-1825.163542|0.2839|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778
3c_a12|0|0|6.555356892000001|1|1|0.610140703|0.0|0.06235058|4.59511985|-0.058516436|2|-0.379362977|-0.003879878|10.3117069|-0.056537396|1|-0.001825446|-0.267255164|-0.211367878|-0.545592465|1|0.826033688|-0.10295082|0.888353608|0|-0.071719601|-0.099327724|0.242114395|0.013219706|-36.28720467|6.688634392000001|0.156144506|-25.42738988|0.0|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|-17.19277136|2186.344105|426.9566009|-653.3253118|-8.698843907999999|0.2944757839999999|10.88288188|0.746291708|4629.005722|148.9927848|-330.5560685|24.36878988|0.02155815|926.0140155|380.2468615|10.90754815|1.0|1.0|0.0|1.0|1.0|0.12|17.0|4.01|2.25|78.41|1.82|0.0|98.16|1.0|3.0|4.0|-6.18|0.0|0.0|1.0|-4.0|6.06e-05|0.0194|9.940000000000002e-05|2.91|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|2.56|3.5862|-1327.498519|-1327.471862|345.72|0.4687|-1327.351991|0.1193|-0.22035|0.02665687|-1327.4004710000002|2.3061|0.02|7699.0
12z_a30|0|0|7.412764017000001|2|2|0.604983642|0.0|-0.1155022219999999|5.351858133|-0.026703371|2|-0.537984876|0.003529389|10.31162784|-0.045463448|1|0.005111479|0.05890953|-0.207153446|-0.39205163|1|0.809127478|-0.077335468|0.855880335|0|-0.071429418|-0.107776943|0.315493739|0.030875938|-49.68145417|21.47520633|0.167079923|-52.13870496|0.0|0.630839856|-1.939984979|-34.55504699|95.20867045|-23.67231332|3112.622632|579.3226647000001|-1349.321859|-16.464854199999998|0.3691601439999999|15.74641625|0.950863559|7074.004131999999|256.7627363|-938.4966892|37.52507564|0.029109145|2138.929312|792.3440337000001|20.24634493|1.0|0.0|1.0|1.0|1.0|0.21|17.0|3.94|2.63|100.11|2.2|2.0|140.26|1.0|7.0|6.0|-6.39|0.0|0.0|0.0|-5.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04679|3.34|3.4438|-1804.814868|-1804.785911|360.02|0.1855|-1804.51674|0.1441|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615
3q_a32|1|1|7.765993078999999|0|0|0.609420748|0.0|-0.017280695|5.733341277|-0.04718311|0|-0.419780649|0.000773658|10.31100266|-0.098400506|3|0.002487149|0.0492355779999999|-0.295228244|-0.5448044360000001|0|0.853737093|-0.1585635|0.901790225|1|-0.067604132|-0.097961799|0.34156046|0.018527744|-41.72706804|11.43581616|0.15006201|-37.3203761|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|74.3682963|-17.27560785|2649.276311|524.6043311000001|-846.5047848999999|-10.6629646|0.365026099|11.93494358|0.856561949|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|1333.133193|618.9134881|13.90366881|1.0|0.0|1.0|1.0|1.0|0.3|19.0|6.43|4.72|131.25|1.33|1.0|115.37|1.0|7.0|4.0|-6.35|0.0|0.0|1.0|-4.62|1.24e-06|0.000508|2.4100000000000003e-05|3.47|0.0|4.88e-08|2.01e-05|-0.04968|5.15|3.6236|-1920.066488|-1920.042674|342.16|0.2897|-1919.821707|0.2897|-0.19969|0.02381444|-1919.883144|5.2657|28.0|7.5528
14_a15|0|0|0.0|0|0|1.43568901|0.0|-0.058775738|0.0|-0.0455566929999999|2|-0.374014235|0.001740635|10.9597359|-0.015736888|0|0.0034254209999999|-0.051908601|-0.184255041|-0.3848940629999999|2|0.719993769|-0.028227917|0.7651878809999999|0|-0.063809873|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|9.403293601|0.112910954|-37.68282812|2.923143027|0.770309725|-1.743106111|-26.20964538|68.59458198|-21.0782518|2612.691478|568.5306056|-1117.1473460000002|-13.50893838|0.229690275|10.18067005|0.685538423|5861.387612|147.2072638|-715.9737342999999|27.36334635|0.015286995|1450.257357|673.7288405|9.797353271|1.0|1.0|1.0|1.0|1.0|0.12|24.0|5.32|6.3|56.27|2.87|2.0|119.95|1.0|6.0|4.0|-4.97|1.0|0.0|1.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|1.51e-10|5.99e-08|-0.0338199999999999|5.16|3.6209|-1281.105795|-1281.0669369999998|342.41|0.3131|-1280.809256|0.0054|-0.18379|0.03885834|-1280.87015|5.0894|0.03|7.5229
14ac_a23|1|1|7.423568444|0|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|5.351858133|-0.4422550999999999|2|-0.66443411|-0.0066006519999999|10.3132169|0.043387326|2|-0.004445662|0.068237909|-0.287952039|-0.562985112|2|0.7797862459999999|0.054652466|0.834426845|1|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|-66.72452104|12.70997824|0.068856366|-55.36344264|0.327656318|0.8077820920000001|-2.330423202|-50.3831402|87.75911516|-33.20157553|3695.344378|703.0989434999999|-1759.6835030000002|-25.07023818|0.192217908|15.90074614|0.95751094|9203.543798|145.1421706|-1328.722623|41.10214358|0.019122137|2178.41361|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|1.0|0.12|26.0|5.52|8.36|105.02|4.6|2.0|130.29|1.0|7.0|10.0|-5.84|1.0|0.0|0.0|-6.65|4.92e-08|2.69e-05|2.24e-07|5.35|0.0|9.25e-10|5.06e-07|-0.08813|4.93|3.6325|-2304.001319|-2303.9786940000004|341.32|0.3209|-2303.749331|0.2391|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851
